file, time_ms
py-sudokus/Size/2x3/Sudoku39_2x3 , 0.777476
py-sudokus/Size/2x3/Sudoku3_2x3 , 0.735307
py-sudokus/Size/2x3/Sudoku40_2x3 , 0.798431
py-sudokus/Size/2x3/Sudoku41_2x3 , 1.251469
py-sudokus/Size/2x3/Sudoku42_2x3 , 0.815184
py-sudokus/Size/2x3/Sudoku43_2x3 , 1.276869
py-sudokus/Size/2x3/Sudoku44_2x3 , 1.159082
py-sudokus/Size/2x3/Sudoku45_2x3 , 1.228942
py-sudokus/Size/2x3/Sudoku46_2x3 , 0.772676
py-sudokus/Size/2x3/Sudoku47_2x3 , 0.780426
py-sudokus/Size/2x3/Sudoku48_2x3 , 1.216283
py-sudokus/Size/2x3/Sudoku49_2x3 , 0.85249
py-sudokus/Size/2x3/Sudoku4_2x3 , 0.830131
py-sudokus/Size/2x3/Sudoku50_2x3 , 1.121141
py-sudokus/Size/2x3/Sudoku51_2x3 , 1.157815
py-sudokus/Size/2x3/Sudoku52_2x3 , 1.274392
py-sudokus/Size/2x3/Sudoku53_2x3 , 1.181453
py-sudokus/Size/2x3/Sudoku54_2x3 , 0.761932
py-sudokus/Size/2x3/Sudoku55_2x3 , 0.875319
py-sudokus/Size/2x3/Sudoku56_2x3 , 1.030425
py-sudokus/Size/2x3/Sudoku57_2x3 , 1.219874
py-sudokus/Size/2x3/Sudoku58_2x3 , 0.725406
py-sudokus/Size/2x3/Sudoku59_2x3 , 0.792777
py-sudokus/Size/2x3/Sudoku5_2x3 , 0.893461
py-sudokus/Size/2x3/Sudoku60_2x3 , 0.731253
py-sudokus/Size/2x3/Sudoku61_2x3 , 0.773612
py-sudokus/Size/2x3/Sudoku62_2x3 , 0.719351
py-sudokus/Size/2x3/Sudoku63_2x3 , 1.277713
py-sudokus/Size/2x3/Sudoku64_2x3 , 1.304295
py-sudokus/Size/2x3/Sudoku65_2x3 , 0.730376
py-sudokus/Size/2x3/Sudoku66_2x3 , 1.338636
py-sudokus/Size/2x3/Sudoku67_2x3 , 0.894068
py-sudokus/Size/2x3/Sudoku68_2x3 , 0.766743
py-sudokus/Size/2x3/Sudoku69_2x3 , 0.738153
py-sudokus/Size/2x3/Sudoku6_2x3 , 1.203554
py-sudokus/Size/2x3/Sudoku70_2x3 , 0.807068
py-sudokus/Size/2x3/Sudoku71_2x3 , 0.741659
py-sudokus/Size/2x3/Sudoku72_2x3 , 0.781281
py-sudokus/Size/2x3/Sudoku73_2x3 , 0.711647
py-sudokus/Size/2x3/Sudoku74_2x3 , 1.240273
py-sudokus/Size/2x3/Sudoku75_2x3 , 0.79694
py-sudokus/Size/2x3/Sudoku76_2x3 , 0.996297
py-sudokus/Size/2x3/Sudoku77_2x3 , 0.713622
